Name, Wrongly classified, |M|, time partition, time greedy partition, Agents
70-instance-30, 0, 33, 1.904, 0.86
70-instance-31, 3, 39, 0.81, 0.598, 6, 15, 17
70-instance-32, 2, 32, 0.966, 0.47, 14, 63
70-instance-33, 0, 15, 1.387, 0.231
70-instance-34, 0, 31, 0.998, 0.535
70-instance-35, 0, 35, 1.029, 0.556
70-instance-36, 0, 36, 1.334, 0.708
70-instance-37, 0, 39, 1.556, 1.059
70-instance-38, 3, 29, 1.427, 0.442, 3, 5, 63
70-instance-39, 0, 34, 1.252, 0.544
70-instance-40, 0, 10, 1.002, 0.156
70-instance-41, 0, 19, 1.629, 0.217
70-instance-42, 3, 20, 1.066, 0.198, 4, 19, 64
70-instance-43, 0, 30, 1.376, 0.657
70-instance-44, 0, 35, 1.364, 0.867
70-instance-45, 5, 38, 1.394, 0.615, 3, 4, 18, 32, 64
70-instance-46, 6, 30, 1.611, 0.434, 7, 12, 28, 29, 53, 58
70-instance-47, 0, 31, 1.734, 0.644
70-instance-48, 0, 17, 0.654, 0.164
70-instance-49, 0, 31, 1.11, 0.657
70-instance-50, 2, 32, 1.416, 0.592, 5, 15
