Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_15_0.25_8, 15, 12, 0.227,9.653,0.489,31,5,0.571394,0.593923,0.421853,7.48285,11.25,0.674381,
TT_15_0.25_9, 15, 7, 0.063,1.69,0.117,31,6,0.499991,0.5,0.494622,11.2736,13.8571,1,
TT_15_0.25_10, 15, 9, 0.15,3.792,0.238,31,7,0.499998,0.5,0.497895,6.85018,9.55556,0.995789,
TT_15_0.25_11, 15, 4, 0.043,1.415,0.173,31,2,0.499999,0.5,0.499107,4.24263,4.25,1,
TT_15_0.25_12, 15, 11, 0.12,4.151,0.324,31,3,0.606566,0.629198,0.356032,5.12182,6.45455,0.907143,
TT_15_0.25_13, 15, 9, 0.126,2.623,0.091,31,5,0.49902,0.5,0.46005,3.8619,6.11111,0.478947,
TT_15_0.25_14, 15, 11, 0.13,2.23,0.151,31,5,0.530865,0.537586,0.46582,3.25414,6.72727,0.473333,
TT_15_0.25_15, 15, 6, 0.049,1.595,0.13,31,3,0.499998,0.5,0.49875,3.47602,3.5,1,
TT_15_0.25_16, 15, 7, 0.043,1.29,0.095,31,5,0.499999,0.5,0.498039,4.922,5,1,
TT_15_0.25_17, 15, 9, 0.528,5.788,0.385,31,7,0.487074,0.505556,0.334211,8.13188,9.44444,1,
TT_15_0.25_18, 15, 5, 0.089,1.956,0.247,31,4,0.499993,0.5,0.496,6.17792,7.2,1,
TT_15_0.25_19, 15, 9, 0.068,2.505,0.138,31,3,0.5,0.5,0.499671,5.09967,5.44444,1,
TT_15_0.25_20, 15, 7, 0.039,1.264,0.082,31,5,0.499999,0.5,0.498235,3.84832,4,1,
TT_15_0.25_21, 15, 7, 0.053,1.604,0.1,31,4,0.5,0.5,0.499647,4.321,4.42857,1,
TT_15_0.25_22, 15, 13, 0.11,4.949,0.265,31,7,0.537568,0.562284,0.363478,3.07988,3.38462,0.930761,
TT_15_0.25_23, 15, 5, 0.039,0.903,0.136,31,4,0.499999,0.5,0.498667,6.35533,6.6,1,
TT_15_0.25_24, 15, 8, 0.125,3.6,0.259,31,7,0.499999,0.5,0.498333,12.7279,12.75,1,
TT_15_0.25_25, 15, 8, 0.142,1.547,0.121,31,5,0.525357,0.548889,0.32,2.76564,3.21333,1,
TT_15_0.25_26, 15, 3, 0.069,1.591,0.187,31,3,0.499999,0.5,0.498462,6.99998,7,1,
