Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_20_0.05_13, 20, 16, 0.283,4.646,0.232,41,11,0.499872,0.5,0.468462,4.15345,5.4375,0.468462,
TT_20_0.05_14, 20, 12, 0.113,4.6,0.271,41,6,0.490391,0.5,0.351542,6.2223,9.08333,0.396364,
TT_20_0.05_15, 20, 14, 0.074,3.073,0.242,41,6,0.497027,0.5,0.392666,7.79392,8.78571,1,
TT_20_0.05_16, 20, 16, 0.112,5.295,0.305,41,10,0.475265,0.479239,0.324103,3.77299,4.875,0.972308,
TT_20_0.05_17, 20, 17, 0.064,2.851,0.151,41,12,0.499995,0.5,0.493333,4.08126,5.29412,1,
TT_20_0.05_18, 20, 17, 0.066,2.851,0.229,41,5,0.464301,0.483193,0.301527,2.95333,4.35294,0.301527,
TT_20_0.05_19, 20, 12, 0.058,2.484,0.125,41,7,0.499993,0.5,0.494384,4.07706,4.66667,1,
TT_20_0.25_0, 20, 8, 0.109,2.943,0.21,41,6,0.499995,0.5,0.496,7.76999,9,1,
TT_20_0.25_1, 20, 10, 0.368,6.164,0.422,41,7,0.499989,0.5,0.495,11.6945,16.5,1,
TT_20_0.25_2, 20, 10, 0.221,3.283,0.164,41,6,0.499999,0.5,0.498333,3.34695,3.5,1,
TT_20_0.25_3, 20, 12, 0.064,2.562,0.235,41,6,0.497568,0.5,0.417734,5.99137,8.16667,0.930909,
TT_20_0.25_4, 20, 10, 0.4,11.58,0.431,41,7,0.499998,0.5,0.4985,5.51952,6.8,1,
TT_20_0.25_5, 20, 14, 0.089,3.346,0.328,41,7,0.468517,0.5,0.254444,4.34275,8,0.44,
TT_20_0.25_6, 20, 13, 0.169,5.798,0.278,41,8,0.52357,0.550448,0.266875,5.13352,6,0.855106,
TT_20_0.25_7, 20, 13, 0.103,5.562,0.262,41,9,0.455332,0.461538,0.331594,4.06955,5.38462,0.994783,
TT_20_0.25_8, 20, 13, 0.067,2.933,0.248,41,9,0.455158,0.461538,0.313478,1.70226,3.92308,0.313478,
TT_20_0.25_9, 20, 10, 0.218,4.753,0.285,41,7,0.469972,0.477209,0.327389,6.98603,7.8,1,
TT_20_0.25_10, 20, 11, 0.564,11.333,0.562,41,7,0.570867,0.591939,0.46875,11.7315,16.5455,1,
TT_20_0.25_11, 20, 7, 0.07,2.337,0.174,41,3,0.5,0.5,0.499265,4.68298,5,1,
TT_20_0.25_12, 20, 16, 0.221,16.938,0.715,41,10,0.505326,0.510444,0.332894,6.57871,8,1,
TT_20_0.25_13, 20, 11, 0.413,13.915,0.878,41,7,0.507775,0.514904,0.336054,4.83853,5.90909,1,
TT_20_0.25_14, 20, 14, 0.104,3.585,0.226,41,10,0.458326,0.464286,0.32,5.38942,9,1,
TT_20_0.25_15, 20, 14, 0.809,16.752,0.413,41,7,0.46956,0.48631,0.266667,5.03746,7,0.833333,
TT_20_0.25_16, 20, 14, 0.201,3.401,0.259,41,9,0.506098,0.511587,0.337778,4.31915,5.42857,0.662222,
TT_20_0.25_17, 20, 12, 0.368,10.475,1.418,41,9,0.499992,0.5,0.495152,8.66841,9.5,1,
TT_20_0.25_18, 20, 12, 0.294,7.061,0.685,41,5,0.529766,0.559684,0.210689,3.56284,4.08333,1,
TT_20_0.25_19, 20, 11, 0.501,37.135,2.523,41,6,0.538982,0.55155,0.41981,6.79566,7.36364,1,
TT_20_0.50_0, 20, 6, 0.278,9.738,0.723,41,2,0.520825,0.559153,0.316875,4.54191,6,0.798056,
TT_20_0.50_1, 20, 4, 0.178,2.58,0.246,41,3,0.499998,0.5,0.498571,1.41421,2.25,0.498571,
TT_20_0.50_2, 20, 6, 0.29,6.096,0.283,41,4,0.5,0.5,0.5,9.52441,10,1,
TT_20_0.50_3, 20, 5, 0.378,5.571,0.338,41,4,0.499993,0.5,0.496,4.93119,6.2,1,
TT_20_0.50_4, 20, 5, 0.171,9.409,0.376,41,5,0.5,0.5,0.5,20,20,1,
TT_20_0.50_5, 20, 6, 0.582,6.604,0.498,41,4,0.504897,0.539449,0.353125,8.62329,8.66667,1,
TT_20_0.50_6, 20, 10, 0.279,11.416,1.996,41,4,0.503585,0.507543,0.424571,4.16701,5.3,0.849143,
TT_20_0.50_7, 20, 4, 0.085,2.806,0.158,41,4,0.5,0.5,0.5,15,15,1,
