Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_20_0.25_16, 20, 14, 0.201,3.401,1.364,41,10,0.5,0.5,0.5,4.26711,5.42857,0.5,
TT_20_0.25_17, 20, 12, 0.368,10.475,4.708,41,9,0.5,0.5,0.5,8.66854,9.5,1,
TT_20_0.25_18, 20, 12, 0.294,7.061,2.768,41,8,0.484797,0.485119,0.464286,3.2604,4.08333,0.928571,
TT_20_0.25_19, 20, 11, 0.501,37.135,11.238,41,8,0.52794,0.529326,0.5,6.65644,7.36364,1,
TT_20_0.50_0, 20, 6, 0.278,9.738,2.788,41,3,0.477839,0.480769,0.442308,4.16704,6,0.884615,
TT_20_0.50_1, 20, 4, 0.178,2.58,0.561,41,2,0.5,0.5,0.5,1.41421,2.25,0.5,
TT_20_0.50_2, 20, 6, 0.29,6.096,1.578,41,5,0.5,0.5,0.5,9.52441,10,1,
TT_20_0.50_3, 20, 5, 0.378,5.571,0.758,41,4,0.5,0.5,0.5,4.93126,6.2,1,
TT_20_0.50_4, 20, 5, 0.171,9.409,0.843,41,5,0.5,0.5,0.5,20,20,1,
TT_20_0.50_5, 20, 6, 0.582,6.604,2.384,41,5,0.471327,0.472727,0.436364,8.04992,8.66667,1,
TT_20_0.50_6, 20, 10, 0.279,11.416,5.939,41,4,0.5,0.5,0.5,4.13735,5.3,1,
TT_20_0.50_7, 20, 4, 0.085,2.806,0.485,41,4,0.5,0.5,0.5,15,15,1,
