Name, n, |M|, XMAX
TT_10_0.50_19, 10, 6, 35,5,1,0,15,1,0,19,7,0,
TT_15_0.05_0, 15, 11, 62,38,6,38,63,10,0,37,17,15,65,17,0,7,70,
TT_15_0.05_1, 15, 12, 0,34,41,9,1,18,21,59,1,3,34,60,10,15,5,
TT_15_0.05_2, 15, 13, 28,48,6,13,14,57,5,1,1,40,6,41,27,15,27,
TT_15_0.05_3, 15, 11, 31,82,1,35,18,22,0,83,83,2,85,49,50,93,21,
TT_15_0.05_4, 15, 10, 3,33,3,39,35,69,69,13,0,7,1,70,19,2,17,
TT_15_0.05_5, 15, 9, 13,42,41,5,43,2,42,58,14,15,2,0,68,48,2,
TT_15_0.05_6, 15, 10, 4,0,108,0,26,36,108,103,105,107,24,107,22,107,22,
TT_15_0.05_7, 15, 13, 45,3,11,12,53,23,4,42,73,39,22,1,40,24,73,
TT_15_0.05_8, 15, 10, 1,68,57,5,33,0,14,51,5,0,53,31,13,53,30,
TT_15_0.05_9, 15, 11, 2,50,52,47,82,47,0,49,84,47,84,50,48,1,49,
TT_15_0.05_10, 15, 10, 69,30,72,35,15,69,4,28,13,27,14,72,0,0,38,
TT_15_0.05_11, 15, 9, 0,0,67,52,5,45,0,37,38,9,39,39,70,6,40,
TT_15_0.05_12, 15, 7, 4,5,0,68,59,26,21,0,0,16,13,60,33,59,14,
TT_15_0.05_13, 15, 10, 0,13,60,3,33,8,33,0,0,33,36,10,48,2,48,
TT_15_0.05_14, 15, 12, 4,85,8,2,66,10,11,66,63,24,65,85,31,26,7,
TT_15_0.05_15, 15, 10, 81,15,17,83,41,41,79,18,1,14,26,81,18,0,1,
TT_15_0.05_16, 15, 10, 9,7,43,19,2,41,0,65,19,58,7,57,0,27,29,
TT_15_0.05_17, 15, 7, 0,26,0,71,5,0,12,43,71,30,42,26,52,7,2,
TT_15_0.05_18, 15, 7, 17,1,13,5,23,1,0,12,1,61,43,43,43,0,53,
TT_15_0.05_19, 15, 10, 46,3,45,13,84,44,9,84,0,84,85,0,12,0,43,
TT_15_0.25_0, 15, 6, 1,1,4,0,29,58,13,33,0,2,45,64,4,8,1,
TT_15_0.25_1, 15, 8, 1,21,25,20,5,53,1,16,36,0,1,1,44,0,0,
TT_15_0.25_2, 15, 9, 6,0,0,1,27,0,65,43,23,18,0,19,11,49,6,
TT_15_0.25_3, 15, 9, 0,21,49,38,4,63,2,22,11,15,51,0,3,0,42,
TT_15_0.25_4, 15, 10, 0,45,80,71,14,17,1,50,80,14,17,0,30,0,25,
TT_15_0.25_5, 15, 5, 0,0,2,56,49,26,0,22,0,0,19,25,0,26,1,
TT_15_0.25_6, 15, 5, 50,0,0,36,50,0,45,30,39,0,5,0,0,0,0,
TT_15_0.25_7, 15, 7, 42,0,22,31,0,2,0,0,61,19,0,0,0,56,56,
TT_15_0.25_8, 15, 6, 27,0,0,56,0,0,52,27,9,15,16,0,0,54,0,
TT_15_0.25_9, 15, 13, 61,47,20,1,31,41,21,55,0,3,36,24,1,8,2,
TT_15_0.25_10, 15, 6, 0,56,0,28,3,4,27,0,25,0,9,3,47,55,73,
TT_15_0.25_11, 15, 10, 68,3,0,44,32,36,59,55,41,13,0,0,6,3,2,
TT_15_0.25_12, 15, 5, 71,3,26,69,0,3,0,0,9,33,72,0,0,2,6,
TT_15_0.25_13, 15, 6, 23,51,0,44,0,32,30,0,37,0,4,0,8,0,30,
TT_15_0.25_14, 15, 6, 0,21,0,40,71,0,0,73,42,0,33,0,32,32,0,
TT_15_0.25_15, 15, 9, 63,22,0,50,48,0,0,24,0,1,61,33,18,0,11,
TT_15_0.25_16, 15, 4, 0,21,1,0,5,31,11,43,33,10,2,0,0,0,28,
TT_15_0.25_17, 15, 7, 12,0,14,0,0,11,3,0,43,29,0,2,56,18,41,
TT_15_0.25_18, 15, 11, 0,42,23,1,47,47,34,1,24,31,66,0,71,0,0,
TT_15_0.25_19, 15, 9, 15,23,47,0,21,22,3,56,20,22,0,28,0,0,56,
TT_15_0.50_0, 15, 5, 59,0,2,0,1,3,31,0,0,59,2,25,0,0,44,
TT_15_0.50_1, 15, 7, 3,0,46,22,6,75,73,3,15,0,23,11,50,0,1,
TT_15_0.50_2, 15, 4, 0,0,0,11,10,0,0,0,0,8,0,46,1,43,44,
TT_15_0.50_3, 15, 4, 20,0,15,0,0,47,0,0,10,0,11,31,22,0,0,
TT_15_0.50_4, 15, 4, 0,2,0,27,4,2,5,54,45,0,2,0,4,0,37,
TT_15_0.50_5, 15, 8, 0,12,0,32,24,0,67,44,59,73,0,1,0,2,0,
TT_15_0.50_6, 15, 4, 15,0,2,44,52,2,0,31,8,2,0,0,2,2,40,
TT_15_0.50_7, 15, 0, 0,37,0,0,4,11,0,0,0,0,53,0,8,12,0,
TT_15_0.50_8, 15, 7, 0,4,7,2,47,1,1,17,1,4,0,36,1,0,3,
TT_15_0.50_9, 15, 4, 58,61,11,18,1,0,0,29,0,4,22,2,35,2,1,
TT_15_0.50_10, 15, 7, 59,0,38,86,86,21,0,0,53,0,20,33,0,0,0,
TT_15_0.50_11, 15, 8, 33,0,0,7,0,3,0,58,0,33,7,9,44,0,28,
TT_15_0.50_12, 15, 6, 3,0,24,0,4,59,0,0,5,1,0,3,34,15,57,
TT_15_0.50_13, 15, 4, 0,60,0,6,0,4,26,0,1,47,0,2,2,0,7,
TT_15_0.50_14, 15, 2, 0,19,0,0,0,0,0,14,0,38,0,6,0,47,0,
TT_15_0.50_15, 15, 10, 1,1,16,8,12,9,3,17,0,44,70,29,18,11,11,
TT_15_0.50_16, 15, 5, 0,43,0,4,1,0,10,0,0,43,12,7,79,0,0,
TT_15_0.50_17, 15, 6, 35,0,53,0,0,0,0,3,0,14,0,0,14,2,0,
TT_15_0.50_18, 15, 0, 0,6,20,0,7,0,58,0,15,0,0,5,0,0,0,
TT_15_0.50_19, 15, 7, 37,0,18,4,50,5,1,58,2,31,5,0,0,6,0,
TT_20_0.05_0, 20, 13, 0,32,0,50,33,18,21,99,15,47,0,90,91,15,0,92,18,95,0,95,
TT_20_0.05_1, 20, 14, 36,11,9,21,74,0,18,10,10,50,51,64,65,9,39,0,0,11,36,0,
TT_20_0.05_2, 20, 17, 41,1,4,2,80,24,6,41,45,1,52,19,19,15,79,1,77,20,6,19,
TT_20_0.05_3, 20, 17, 84,34,80,35,103,49,50,12,18,80,18,101,119,4,82,33,122,0,54,1,
TT_20_0.05_4, 20, 17, 15,113,3,112,80,85,33,22,55,18,15,60,0,109,23,34,13,41,85,0,
TT_20_0.05_5, 20, 13, 11,0,2,98,35,79,99,27,68,29,0,64,65,13,66,0,68,12,73,27,
TT_20_0.05_6, 20, 15, 40,14,105,40,104,74,71,105,1,71,73,18,0,0,11,8,0,1,10,40,
TT_20_0.05_7, 20, 17, 59,29,11,1,107,8,79,1,34,65,60,18,0,22,0,109,0,106,63,82,
TT_20_0.05_8, 20, 10, 31,100,63,101,0,63,7,67,105,34,0,6,67,0,9,26,0,0,28,76,
TT_20_0.05_9, 20, 16, 39,55,91,1,58,40,12,2,2,14,14,11,15,91,0,21,38,39,92,95,
TT_20_0.05_10, 20, 14, 92,11,47,99,44,64,91,9,0,26,23,64,0,12,0,0,42,92,41,28,
TT_20_0.05_11, 20, 16, 6,49,94,0,2,96,52,1,98,31,33,4,53,13,1,0,97,58,29,14,
TT_20_0.05_12, 20, 14, 80,6,28,52,28,95,25,24,54,0,0,0,96,54,37,77,62,28,28,7,
TT_20_0.05_13, 20, 16, 60,31,78,1,13,26,62,94,91,15,58,61,13,35,1,31,2,99,0,74,
TT_20_0.05_14, 20, 12, 7,0,112,21,11,16,48,0,83,0,7,107,83,1,81,47,1,81,111,46,
TT_20_0.05_15, 20, 14, 24,95,36,19,37,0,24,53,56,95,0,96,0,41,92,1,22,38,20,0,
TT_20_0.05_16, 20, 16, 89,90,28,62,0,15,3,2,24,91,0,14,0,47,11,61,15,3,48,48,
TT_20_0.05_17, 20, 17, 82,6,10,5,47,26,12,49,12,81,82,0,21,17,0,44,84,47,29,5,
TT_20_0.05_18, 20, 17, 8,0,88,19,76,60,36,18,37,1,19,59,35,60,6,1,8,78,5,1,
TT_20_0.05_19, 20, 12, 6,7,81,37,0,38,18,9,0,56,0,0,19,38,0,1,63,82,57,59,
TT_20_0.25_0, 20, 8, 0,0,67,46,0,0,57,0,64,1,3,13,0,0,78,87,82,3,36,23,
TT_20_0.25_1, 20, 10, 9,5,1,0,1,114,83,106,0,30,35,104,46,94,0,19,1,2,0,109,
TT_20_0.25_2, 20, 10, 15,24,55,0,55,0,0,77,90,0,37,3,2,0,0,6,0,5,51,66,
TT_20_0.25_3, 20, 12, 0,91,0,7,83,0,64,43,84,2,0,47,0,23,0,52,1,2,85,13,
TT_20_0.25_4, 20, 10, 65,0,70,0,3,29,90,105,3,38,0,66,7,2,33,14,95,0,0,0,
TT_20_0.25_5, 20, 14, 94,4,2,0,2,40,0,0,69,1,58,87,0,1,59,79,79,2,57,17,
TT_20_0.25_6, 20, 13, 22,17,30,35,59,55,36,72,0,15,50,0,15,0,47,59,2,1,66,18,
TT_20_0.25_7, 20, 13, 103,56,0,0,16,0,39,0,3,80,3,3,1,49,2,80,84,4,31,78,
TT_20_0.25_8, 20, 13, 67,69,1,63,0,62,65,14,1,4,29,11,0,1,1,4,0,32,1,56,
TT_20_0.25_9, 20, 10, 64,62,2,62,2,27,0,0,0,66,36,14,0,63,31,10,72,0,0,25,
TT_20_0.25_10, 20, 11, 0,96,5,0,46,0,18,106,53,37,0,43,5,49,113,6,0,86,2,44,
TT_20_0.25_11, 20, 7, 0,48,0,0,0,0,37,0,18,56,49,6,73,48,0,4,0,15,0,25,
TT_20_0.25_12, 20, 16, 46,101,0,83,10,0,2,74,12,103,0,8,33,69,21,105,0,20,90,39,
TT_20_0.25_13, 20, 11, 0,3,3,58,13,18,3,0,0,0,42,48,45,48,75,2,0,4,75,16,
TT_20_0.25_14, 20, 14, 0,4,4,32,4,0,0,91,25,32,35,46,15,0,94,1,10,98,110,97,
TT_20_0.25_15, 20, 14, 93,3,4,1,38,83,79,0,0,50,51,65,22,63,0,4,6,13,0,1,
TT_20_0.25_16, 20, 14, 24,0,1,0,51,0,34,0,0,58,23,38,56,0,2,45,24,19,3,28,
TT_20_0.25_17, 20, 12, 0,19,0,0,0,0,54,107,0,56,0,0,34,86,106,35,29,23,53,91,
TT_20_0.25_18, 20, 12, 0,49,1,83,9,38,3,8,66,56,13,57,1,82,24,17,2,0,1,2,
TT_20_0.25_19, 20, 11, 5,58,4,51,90,2,0,2,62,0,0,24,64,1,0,105,0,33,33,37,
TT_20_0.50_0, 20, 6, 0,0,45,16,70,0,0,0,22,20,66,28,0,2,6,1,0,0,0,0,
TT_20_0.50_1, 20, 4, 9,1,4,0,70,0,1,0,0,1,25,0,42,70,1,0,0,0,10,0,
TT_20_0.50_2, 20, 6, 90,78,0,50,1,0,39,0,0,0,38,24,0,0,0,2,2,4,37,0,
TT_20_0.50_3, 20, 5, 0,60,1,0,0,2,27,0,0,8,25,5,0,0,0,0,4,76,1,60,
TT_20_0.50_4, 20, 5, 0,56,111,0,0,83,64,0,0,19,0,0,11,0,13,0,2,0,0,52,
TT_20_0.50_5, 20, 6, 0,1,14,80,28,0,0,43,0,0,2,69,0,42,0,5,0,0,0,80,
TT_20_0.50_6, 20, 10, 2,47,0,3,0,0,0,0,0,2,12,0,7,61,39,77,30,33,0,16,
TT_20_0.50_7, 20, 4, 91,0,0,2,0,8,0,0,0,85,72,0,15,4,0,0,0,74,0,6,
